время,пользователь,сессия,событие,канал,устройство,категория,выручка,количество
2024-10-15 23:52:00,13167,9930,корзина,реклама,десктоп,Комиксы,,
2024-09-15 18:13:00,12296,3886,визит,реклама,мобильный,Канцелярия,,
2024-09-01 00:42:00,10704,6192,визит,реклама,мобильный,Книги,,
2024-11-12 18:23:00,12908,8853,оформление,поиск,десктоп,Комиксы,,
2024-09-28 17:04:00,12714,9110,просмотр,поиск,десктоп,Комиксы,,
2024-09-10 13:56:00,13938,11942,визит,реклама,десктоп,Книги,,
2024-10-23 10:58:00,12579,1326,корзина,реклама,десктоп,Настольные игры,,
2024-10-26 10:16:00,10137,9515,корзина,соцсети,мобильный,Подарки,,
2024-09-04 03:07:00,11187,10256,оформление,соцсети,десктоп,Книги,,
2024-11-13 20:25:00,11649,3632,визит,поиск,мобильный,Настольные игры,,
2024-11-03 09:06:00,12658,4216,оформление,рассылка,десктоп,Комиксы,,
2024-11-22 01:38:00,10194,1272,визит,реклама,десктоп,Настольные игры,,
2024-10-11 17:18:00,13882,1797,визит,соцсети,мобильный,Книги,,
2024-10-19 18:26:00,14061,6193,просмотр,,мобильный,Подарки,,
2024-09-14 16:56:00,11755,6380,просмотр,рассылка,десктоп,Канцелярия,,
2024-09-23 09:54:00,12020,7831,просмотр,реклама,мобильный,Книги,,
2024-10-14 01:58:00,12256,2645,визит,реклама,мобильный,Канцелярия,,
2024-11-19 13:30:00,11473,3706,оформление,поиск,десктоп,Книги,,
2024-09-16 08:49:00,11795,10359,просмотр,рассылка,мобильный,Подарки,,
2024-10-16 23:19:00,13742,8486,оформление,соцсети,десктоп,Канцелярия,,
2024-10-02 06:20:00,11538,1796,визит,поиск,десктоп,Комиксы,,
2024-11-28 20:01:00,10872,10216,визит,рассылка,мобильный,Книги,,
2024-10-27 09:06:00,12874,2803,визит,реклама,мобильный,Канцелярия,,
2024-10-08 06:15:00,11873,472,визит,поиск,мобильный,Канцелярия,,
2024-11-28 03:53:00,13074,5109,корзина,поиск,мобильный,Канцелярия,,
2024-09-06 19:54:00,11813,8999,визит,рассылка,десктоп,Книги,,
2024-10-09 05:31:00,12752,7181,корзина,поиск,мобильный,Книги,,
2024-10-31 15:24:00,10538,9917,просмотр,поиск,десктоп,Книги,,
2024-10-26 18:56:00,11891,3428,визит,соцсети,мобильный,Подарки,,
2024-10-06 23:08:00,10551,3740,просмотр,поиск,десктоп,Подарки,,
2024-09-17 09:10:00,12119,7022,оформление,поиск,десктоп,Книги,,
2024-11-20 11:21:00,12873,8741,визит,соцсети,десктоп,Комиксы,,
2024-09-02 02:33:00,12758,2810,визит,соцсети,десктоп,Настольные игры,,
2024-10-13 09:41:00,11151,1526,просмотр,соцсети,десктоп,Канцелярия,,
2024-10-05 09:13:00,14091,11146,корзина,поиск,мобильный,Канцелярия,,
2024-10-24 03:00:00,10800,3008,просмотр,соцсети,десктоп,Канцелярия,,
2024-11-28 04:30:00,10378,4321,визит,реклама,мобильный,Канцелярия,,
2024-11-03 12:47:00,13864,768,покупка,рассылка,мобильный,Канцелярия,336.0,1.0
2024-10-09 13:45:00,14008,7804,корзина,соцсети,мобильный,Книги,,
2024-10-24 22:27:00,14117,6475,визит,реклама,мобильный,Комиксы,,
2024-10-21 13:15:00,13863,10333,просмотр,реклама,мобильный,Подарки,,
2024-11-14 17:06:00,14130,11765,просмотр,соцсети,десктоп,Подарки,,
2024-11-09 20:55:00,12066,7237,оформление,реклама,мобильный,Книги,,
2024-09-24 13:52:00,12726,803,просмотр,поиск,десктоп,Настольные игры,,
2024-09-25 21:08:00,11207,6918,корзина,поиск,десктоп,Подарки,,
2024-10-30 00:05:00,11193,3042,визит,поиск,мобильный,Комиксы,,
2024-10-16 22:10:00,12878,5619,просмотр,рассылка,десктоп,Книги,,
2024-10-05 12:15:00,11717,10866,просмотр,поиск,десктоп,Комиксы,,
2024-10-07 22:37:00,13252,7947,визит,соцсети,мобильный,Канцелярия,,
2024-10-10 14:38:00,10720,8989,просмотр,поиск,десктоп,Канцелярия,,
2024-09-11 20:23:00,11985,11327,просмотр,поиск,десктоп,Канцелярия,,
2024-10-03 22:01:00,11952,10981,визит,поиск,мобильный,Канцелярия,,
2024-11-11 16:55:00,13752,738,покупка,рассылка,десктоп,Канцелярия,1116.0,3.0
2024-10-16 01:49:00,12432,10102,визит,рассылка,мобильный,Подарки,,
2024-11-12 16:12:00,12181,7403,просмотр,поиск,мобильный,Настольные игры,,
2024-10-09 05:34:00,10228,8532,визит,поиск,мобильный,Настольные игры,,
2024-11-02 02:54:00,12570,250,просмотр,поиск,десктоп,Подарки,,
2024-09-28 20:20:00,13302,5547,визит,реклама,десктоп,Комиксы,,
2024-09-08 20:44:00,11039,2939,визит,соцсети,мобильный,Подарки,,
2024-09-01 18:23:00,11420,4244,оформление,рассылка,мобильный,Подарки,,
2024-11-24 19:28:00,11149,3811,визит,поиск,десктоп,Книги,,
2024-10-02 10:12:00,13009,9406,просмотр,соцсети,десктоп,Книги,,
2024-09-19 11:54:00,13246,5580,визит,реклама,мобильный,Подарки,,
2024-09-10 02:03:00,12204,9675,покупка,рассылка,мобильный,Канцелярия,341.0,1.0
2024-10-11 00:55:00,10937,2079,визит,реклама,десктоп,Канцелярия,,
2024-09-08 13:38:00,10863,5951,просмотр,поиск,мобильный,Комиксы,,
2024-09-03 19:28:00,13220,12,визит,соцсети,мобильный,Книги,,
2024-11-16 07:26:00,13197,3084,просмотр,соцсети,десктоп,Книги,,
2024-09-30 23:04:00,10864,2374,визит,рассылка,мобильный,Канцелярия,,
2024-11-21 13:55:00,13119,5917,визит,реклама,десктоп,Комиксы,,
2024-11-09 01:04:00,11019,4573,покупка,поиск,десктоп,Канцелярия,583.0,2.0
2024-11-09 06:16:00,13494,1743,визит,поиск,десктоп,Канцелярия,,
2024-11-21 09:41:00,12088,9648,корзина,поиск,десктоп,Настольные игры,,
2024-10-22 05:21:00,10897,6251,визит,поиск,десктоп,Подарки,,
2024-11-17 20:08:00,11901,2531,визит,поиск,десктоп,Подарки,,
2024-10-17 08:09:00,11146,5524,визит,соцсети,мобильный,Канцелярия,,
2024-11-21 04:04:00,11523,10582,визит,реклама,десктоп,Книги,,
2024-09-02 09:38:00,11207,3708,просмотр,соцсети,десктоп,Канцелярия,,
2024-11-26 18:30:00,13670,5821,визит,соцсети,мобильный,Канцелярия,,
2024-11-29 17:05:00,11960,11625,покупка,поиск,десктоп,Подарки,1220.0,1.0
2024-09-04 05:47:00,12571,10024,просмотр,реклама,мобильный,Книги,,
2024-10-29 13:50:00,13135,6271,корзина,поиск,десктоп,Настольные игры,,
2024-10-02 20:19:00,11627,4234,визит,соцсети,десктоп,Книги,,
2024-09-19 03:54:00,11524,9345,корзина,рассылка,десктоп,Канцелярия,,
2024-10-26 19:01:00,11891,3428,просмотр,соцсети,мобильный,Подарки,,
2024-09-08 16:45:00,10005,9106,корзина,поиск,мобильный,Книги,,
2024-10-14 04:11:00,13506,1160,визит,соцсети,мобильный,Комиксы,,
2024-09-30 12:30:00,14143,3790,корзина,поиск,мобильный,Настольные игры,,
2024-09-12 01:35:00,10873,1154,просмотр,реклама,десктоп,Канцелярия,,
2024-10-15 00:31:00,12837,8683,корзина,поиск,десктоп,Подарки,,
2024-09-29 12:31:00,12352,11362,просмотр,реклама,мобильный,Подарки,,
2024-10-30 20:08:00,12916,6214,просмотр,соцсети,десктоп,Канцелярия,,
2024-10-14 18:27:00,12782,11529,покупка,поиск,десктоп,Подарки,6905.0,3.0
2024-10-27 13:43:00,10640,10018,просмотр,реклама,мобильный,Настольные игры,,
2024-11-01 02:13:00,13297,9706,корзина,рассылка,десктоп,Подарки,,
2024-09-07 03:56:00,12430,2179,корзина,рассылка,мобильный,Настольные игры,,
2024-10-09 05:48:00,13939,9640,оформление,поиск,десктоп,Книги,,
2024-10-14 10:55:00,13325,2692,просмотр,поиск,десктоп,Канцелярия,,
2024-11-09 19:01:00,10147,3888,просмотр,соцсети,мобильный,Настольные игры,,
2024-10-22 01:09:00,10209,61,просмотр,реклама,мобильный,Книги,,
2024-10-04 05:47:00,10864,8115,визит,соцсети,десктоп,Настольные игры,,
2024-11-02 22:36:00,10167,10714,просмотр,рассылка,мобильный,Канцелярия,,
2024-10-02 20:22:00,13970,3125,корзина,рассылка,мобильный,Канцелярия,,
2024-10-15 10:21:00,12546,4914,покупка,,мобильный,Книги,740.0,1.0
2024-10-11 13:12:00,13573,1228,визит,реклама,десктоп,Комиксы,,
2024-11-15 20:52:00,13041,3704,визит,поиск,мобильный,Комиксы,,
2024-11-07 22:57:00,12304,393,визит,реклама,мобильный,Книги,,
2024-09-10 15:43:00,13642,1025,визит,реклама,десктоп,Подарки,,
2024-09-06 09:36:00,13436,1547,визит,соцсети,мобильный,Книги,,
2024-10-08 19:30:00,11482,5090,просмотр,поиск,мобильный,Книги,,
2024-10-15 06:10:00,11248,10239,корзина,соцсети,мобильный,Комиксы,,
2024-10-12 21:03:00,14098,11588,визит,соцсети,мобильный,Книги,,
2024-09-16 09:44:00,11239,5317,оформление,поиск,десктоп,Подарки,,
2024-10-15 15:47:00,10904,7800,корзина,поиск,мобильный,Канцелярия,,
2024-10-14 21:41:00,10314,10440,просмотр,поиск,десктоп,Книги,,
2024-11-03 12:00:00,12251,3061,просмотр,поиск,десктоп,Подарки,,
2024-10-10 18:01:00,11212,9433,оформление,поиск,десктоп,Подарки,,
2024-11-01 17:39:00,10605,7297,корзина,рассылка,десктоп,Книги,,
2024-10-11 04:02:00,12848,6947,визит,поиск,мобильный,Подарки,,
2024-10-01 03:20:00,14059,7671,корзина,соцсети,мобильный,Канцелярия,,
2024-09-26 09:03:00,12032,4529,оформление,соцсети,десктоп,Канцелярия,,
